FlightID,fl_cluster,pax_pct_cls_first,pax_pct_cls_business,pax_pct_cls_premiumeconomy,pax_pct_cls_economy,pax_total,Duration (hours),avg_waste_rate,avg_waste_cost
35,1,0.0283687943262411,0.1702127659574468,0.1985815602836879,0.6028368794326241,282.0,11.0,0.6616565656565657,299.515
36,2,0.03125,0.12890625,0.109375,0.73046875,256.0,4.5,0.6675071270193221,220.7290909090909
37,0,0.0,0.091743119266055,0.1238532110091743,0.7844036697247706,218.0,8.0,0.6226666666666667,82.064
38,0,0.0,0.14705882352941171,0.1134453781512605,0.7394957983193278,238.0,13.0,0.6409101382488479,162.74677419354836
39,0,0.0,0.0884955752212389,0.12389380530973451,0.7876106194690266,226.0,9.5,0.6230749999999999,80.45400000000001
40,1,0.0255474452554744,0.1678832116788321,0.1970802919708029,0.6094890510948905,274.0,9.5,0.6653805496828752,299.7854545454545
41,2,0.03125,0.13671875,0.10546875,0.7265625,256.0,13.8,0.635483870967742,194.58354838709678
42,1,0.0289855072463768,0.1739130434782608,0.2028985507246377,0.5942028985507246,276.0,8.5,0.6264321013289036,219.69899999999998
43,2,0.0233463035019455,0.1322957198443579,0.1089494163424124,0.7354085603112841,257.0,11.7,0.6382066052227342,182.65967741935484
44,2,0.0298507462686567,0.1305970149253731,0.1044776119402985,0.7350746268656716,268.0,11.0,0.6378793562026871,195.9216129032258
45,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,10.6,0.6358064516129033,93.68064516129031
46,1,0.0285714285714285,0.1678571428571428,0.2,0.6035714285714285,280.0,10.5,0.6356304985337243,247.35451612903225
47,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,7.0,0.62315625,80.0525
48,1,0.028673835125448,0.1720430107526881,0.20071684587813624,0.5985663082437276,279.0,8.8,0.7506764285714286,344.211
49,0,0.0,0.1452282157676348,0.1120331950207468,0.7427385892116182,241.0,8.9,0.6923750000000001,202.57636363636365
50,0,0.0,0.091324200913242,0.11872146118721462,0.7899543378995433,219.0,6.5,0.6695506993006993,118.85545454545455
51,0,0.0,0.0863636363636363,0.1272727272727272,0.7863636363636364,220.0,6.5,0.6654195804195804,111.06
52,0,0.0,0.0825688073394495,0.1146788990825688,0.8027522935779815,218.0,7.0,0.6647954545454545,96.03545454545456
53,2,0.0305343511450381,0.1335877862595419,0.1030534351145038,0.732824427480916,262.0,7.0,0.6176958384332926,153.3342105263158
54,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,6.5,0.6279125000000001,83.263
55,2,0.0311284046692607,0.1284046692607003,0.1011673151750972,0.7392996108949416,257.0,6.5,0.6670223792089929,235.5127272727273
56,2,0.0269230769230769,0.1307692307692307,0.1038461538461538,0.7384615384615385,260.0,12.6,0.6379155764550893,187.07096774193548
57,0,0.0,0.091743119266055,0.1192660550458715,0.7889908256880734,218.0,7.0,0.6649999999999999,117.5090909090909
58,2,0.03125,0.1328125,0.1015625,0.734375,256.0,7.1,0.67975,235.677
59,0,0.0,0.085972850678733,0.1266968325791855,0.7873303167420814,221.0,11.5,0.6358147229114971,89.22741935483872
60,1,0.0285714285714285,0.1642857142857142,0.2,0.6071428571428571,280.0,11.5,0.6371445639187574,244.15322580645162
61,2,0.0305343511450381,0.1335877862595419,0.1068702290076335,0.7290076335877863,262.0,9.5,0.6274767441860465,169.80149999999998
62,2,0.0299625468164794,0.1310861423220973,0.1048689138576779,0.7340823970037453,267.0,6.7,0.6228977272727272,153.12449999999998
63,0,0.0,0.1440677966101695,0.1144067796610169,0.7415254237288136,236.0,10.0,0.6678634453781513,187.13571428571427
64,2,0.0265151515151515,0.1325757575757575,0.1022727272727272,0.7386363636363636,264.0,11.5,0.6376378997346739,192.52935483870968
65,0,0.0,0.084070796460177,0.1238938053097345,0.7920353982300885,226.0,10.5,0.6668660287081339,112.90227272727272
66,1,0.028985507246376798,0.1739130434782608,0.1920289855072463,0.605072463768116,276.0,10.0,0.7180972515856237,323.3772727272727
67,0,0.0,0.08888888888888881,0.1244444444444444,0.7866666666666666,225.0,12.5,0.6356451612903226,93.65354838709676
68,1,0.029520295202952,0.1697416974169741,0.1918819188191882,0.6088560885608856,271.0,10.6,0.6353338334583646,243.89129032258066
69,0,0.0,0.0881057268722467,0.118942731277533,0.7929515418502201,227.0,10.0,0.6401612903225806,94.85032258064517
70,0,0.0,0.0807174887892376,0.1210762331838565,0.7982062780269058,223.0,11.0,0.662,102.81363636363636
71,2,0.030188679245283002,0.1320754716981132,0.1018867924528302,0.7358490566037735,265.0,7.1,0.6962359116424874,254.365
72,0,0.0,0.1373390557939914,0.1158798283261802,0.7467811158798283,233.0,6.5,0.6229166666666667,122.57650000000001
73,2,0.029850746268656695,0.1305970149253731,0.10074626865671642,0.7388059701492538,268.0,6.7,0.665185950413223,223.78636363636363
74,0,0.0,0.09009009009009,0.12162162162162161,0.7882882882882885,222.0,7.8,0.665,116.61999999999999
75,1,0.029197080291970802,0.1678832116788321,0.1970802919708029,0.6058394160583942,274.0,9.5,0.6246172480620155,212.18
76,1,0.0283687943262411,0.1702127659574468,0.1985815602836879,0.6028368794326241,282.0,10.8,0.6617373737373737,315.6363636363636
77,0,0.0,0.091324200913242,0.1278538812785388,0.7808219178082193,219.0,14.5,0.6662750582750583,119.26727272727273
78,1,0.0288808664259927,0.1696750902527075,0.19855595667870027,0.6028880866425993,277.0,11.6,0.6634876033057852,311.36636363636364
79,1,0.0285714285714285,0.1714285714285714,0.2,0.6,280.0,3.6,0.6666432998819363,319.7236363636364
80,0,0.0,0.09009009009009,0.1261261261261261,0.7837837837837838,222.0,9.0,0.7117185314685315,127.37181818181817
81,2,0.0300751879699248,0.1278195488721804,0.10526315789473678,0.7368421052631579,266.0,10.7,0.6762809917355372,242.34318181818182
82,0,0.0,0.0884955752212389,0.1238938053097345,0.7876106194690266,226.0,6.5,0.6653068181818182,117.66181818181818
83,1,0.026022304832713696,0.174721189591078,0.1933085501858736,0.6059479553903345,269.0,5.2,0.6651948051948051,306.1781818181818
84,0,0.0,0.0879629629629629,0.125,0.7870370370370371,216.0,7.8,0.6647902097902098,112.9190909090909
85,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,10.7,0.6621818181818182,117.10363636363637
86,1,0.029197080291970802,0.1678832116788321,0.1970802919708029,0.6058394160583942,274.0,3.4,0.6228255813953488,210.03650000000002
87,0,0.0,0.0892857142857142,0.125,0.7857142857142857,224.0,12.5,0.6355645161290323,93.64
88,2,0.0228136882129277,0.1330798479087452,0.1064638783269961,0.7376425855513308,263.0,3.4,0.6653805496828752,234.29999999999998
89,1,0.0287769784172661,0.1726618705035971,0.19784172661870503,0.6007194244604317,278.0,12.0,0.6634592680047225,316.8990909090909
90,1,0.028673835125448,0.1648745519713261,0.1971326164874552,0.6093189964157706,279.0,12.0,0.6632727272727273,306.85045454545457
91,2,0.029962546816479405,0.1310861423220973,0.1048689138576779,0.7340823970037452,267.0,11.5,0.6661253123198154,247.30727272727273
92,0,0.0,0.1410788381742738,0.11618257261410779,0.7427385892116182,241.0,5.5,0.6653068181818182,196.2027272727273
93,2,0.0300751879699248,0.131578947368421,0.1015037593984962,0.7368421052631579,266.0,6.5,0.6200627007209648,156.60736842105263
94,0,0.0,0.0896860986547085,0.1255605381165919,0.7847533632286996,223.0,6.5,0.6649999999999999,117.60454545454546
95,0,0.0,0.1502145922746781,0.10729613733905578,0.7424892703862661,233.0,7.25,0.62275,137.32049999999998
96,2,0.0313725490196078,0.1294117647058823,0.1098039215686274,0.7294117647058823,255.0,9.5,0.638797619047619,163.63
97,0,0.0,0.1392405063291139,0.1181434599156118,0.7426160337552742,237.0,6.7,0.6652045454545454,170.27454545454546
98,0,0.0,0.085201793721973,0.1210762331838565,0.7937219730941704,223.0,11.0,0.6405687606112055,90.42451612903226
99,2,0.03125,0.12109375,0.1015625,0.74609375,256.0,6.7,0.6549679959858633,205.308
100,2,0.026923076923076897,0.1307692307692307,0.1038461538461538,0.7384615384615384,260.0,12.0,0.6619027484143764,233.49363636363634
101,1,0.0294117647058823,0.1764705882352941,0.2022058823529411,0.5919117647058824,272.0,12.5,0.6632074901842343,318.7327272727273
102,0,0.0,0.0884955752212389,0.1238938053097345,0.7876106194690266,226.0,11.5,0.6357258064516129,93.66741935483871
103,2,0.0304182509505703,0.1292775665399239,0.10266159695817491,0.7376425855513308,263.0,9.3,0.667352511829256,242.11545454545455
104,0,0.0,0.1373390557939914,0.111587982832618,0.7510729613733905,233.0,11.5,0.6616363636363637,183.39090909090908
105,1,0.0297397769516728,0.1672862453531598,0.2007434944237918,0.6022304832713755,269.0,6.5,0.6229047619047619,206.22600000000003
106,0,0.0,0.0909090909090909,0.1272727272727272,0.7818181818181819,220.0,8.0,0.6229166666666667,81.02250000000001
107,0,0.0,0.0875576036866359,0.1290322580645161,0.783410138248848,217.0,12.0,0.6619114219114219,110.84045454545453
108,1,0.0285714285714285,0.1714285714285714,0.1964285714285714,0.6035714285714285,280.0,13.3,0.6373743192291579,251.86032258064517
110,1,0.029520295202952,0.1697416974169741,0.1992619926199262,0.6014760147601476,271.0,9.5,0.6231369047619048,207.86100000000002
111,1,0.0259259259259259,0.1703703703703703,0.1962962962962963,0.6074074074074074,270.0,8.0,0.6231369047619048,204.106
112,0,0.0,0.0888888888888888,0.1244444444444444,0.7866666666666666,225.0,14.0,0.6575952380952381,108.86428571428571
113,2,0.0232558139534883,0.1317829457364341,0.1085271317829457,0.7364341085271318,258.0,11.5,0.6354088522130532,182.5367741935484
114,0,0.0,0.085972850678733,0.1176470588235294,0.7963800904977375,221.0,6.5,0.6696716507177034,112.40727272727273
115,2,0.0311284046692607,0.1322957198443579,0.10505836575875478,0.7315175097276264,257.0,11.0,0.675110544217687,243.7652380952381
116,0,0.0,0.081081081081081,0.1261261261261261,0.7927927927927928,222.0,9.5,0.6651022727272727,106.54636363636364
117,0,0.0,0.0884955752212389,0.1194690265486725,0.7920353982300885,226.0,6.5,0.6653068181818181,117.66363636363636
118,0,0.0,0.1452282157676348,0.1120331950207468,0.7427385892116183,241.0,6.5,0.6257580357142857,139.5755
119,2,0.0313725490196078,0.1294117647058823,0.0980392156862745,0.7411764705882353,255.0,10.0,0.7386874991254215,254.9145
120,0,0.0,0.0892857142857142,0.1205357142857142,0.7901785714285714,224.0,10.6,0.640241935483871,95.84032258064516
121,2,0.0300751879699248,0.131578947368421,0.10526315789473678,0.7330827067669173,266.0,11.0,0.6619008264462809,243.66000000000003
122,1,0.028985507246376798,0.1702898550724637,0.1884057971014492,0.6123188405797102,276.0,8.0,0.6652854122621564,311.83363636363634
123,2,0.0307692307692307,0.1346153846153846,0.1038461538461538,0.7307692307692307,260.0,10.0,0.6641334440753046,231.9461904761905
124,2,0.030188679245283,0.1283018867924528,0.1056603773584905,0.7358490566037736,265.0,5.2,0.6650929752066116,238.89272727272729
125,2,0.02734375,0.1328125,0.10546875,0.734375,256.0,9.0,0.6692089704867518,167.64105263157896
126,0,0.0,0.1422413793103448,0.1120689655172413,0.7456896551724138,232.0,6.5,0.6258484848484849,130.902
127,0,0.0,0.0879629629629629,0.1157407407407407,0.7962962962962963,216.0,7.1,0.6773208502024292,110.248
128,1,0.0283687943262411,0.1702127659574468,0.1985815602836879,0.6028368794326241,282.0,13.3,0.6615757575757576,317.9804545454545
129,0,0.0,0.0844444444444444,0.11999999999999998,0.7955555555555556,225.0,7.8,0.6699784688995215,113.44909090909091
130,2,0.0313725490196078,0.1333333333333333,0.1058823529411764,0.7294117647058823,255.0,10.0,0.6794136904761905,238.4045
131,1,0.0297397769516728,0.174721189591078,0.1933085501858736,0.6022304832713755,269.0,9.5,0.6265003246753247,214.79450000000003
132,0,0.0,0.1476793248945147,0.1139240506329113,0.7383966244725738,237.0,8.8,0.6405142857142857,137.5635
133,2,0.0300751879699248,0.1278195488721804,0.1015037593984962,0.7406015037593985,266.0,3.4,0.6672530499803228,241.20545454545456
134,0,0.0,0.0875576036866359,0.1290322580645161,0.783410138248848,217.0,7.0,0.6279254385964912,72.63199999999999
135,2,0.0304182509505703,0.1254752851711026,0.1064638783269961,0.7376425855513308,263.0,11.25,0.6622410147991543,232.5777272727273
136,0,0.0,0.0871559633027523,0.128440366972477,0.7844036697247706,218.0,9.5,0.6229166666666666,76.1875
137,0,0.0,0.090497737556561,0.1266968325791855,0.7828054298642534,221.0,10.5,0.6356492969396195,94.62967741935483
138,0,0.0,0.0892857142857142,0.1205357142857142,0.7901785714285713,224.0,8.9,0.6720227272727273,113.1590909090909
139,1,0.029739776951672795,0.1710037174721189,0.2044609665427509,0.5947955390334573,269.0,7.25,0.6665126066870253,306.53818181818184
140,0,0.0,0.0829493087557603,0.1290322580645161,0.7880184331797235,217.0,10.0,0.6619114219114219,105.90136363636363
141,0,0.0,0.1422413793103448,0.11206896551724131,0.7456896551724138,232.0,9.5,0.6649999999999999,190.5090909090909
142,1,0.0255474452554744,0.1715328467153284,0.1934306569343065,0.6094890510948905,274.0,10.8,0.6373662860159484,245.10096774193548
143,2,0.031007751937984395,0.1356589147286821,0.1046511627906976,0.7286821705426356,258.0,5.2,0.622827380952381,168.6625
144,0,0.0,0.1422413793103448,0.1077586206896551,0.75,232.0,8.0,0.6228333333333333,129.826
145,1,0.0289855072463768,0.1702898550724637,0.1992753623188405,0.6014492753623188,276.0,10.7,0.6354105571847508,246.26612903225808
146,1,0.0288808664259927,0.1696750902527075,0.19855595667870027,0.6028880866425993,277.0,9.5,0.6649070247933885,311.85090909090906
147,0,0.0,0.0833333333333333,0.12037037037037028,0.7962962962962963,216.0,8.2,0.6282916666666666,73.49600000000001
148,1,0.029197080291970802,0.1678832116788321,0.2043795620437956,0.5985401459854015,274.0,9.0,0.7589749615954962,337.96
149,0,0.0,0.0884955752212389,0.12389380530973451,0.7876106194690266,226.0,9.5,0.6229125,82.1725
150,1,0.0294117647058823,0.1727941176470588,0.1911764705882352,0.6066176470588235,272.0,10.6,0.6389606492532224,249.5790322580645
151,0,0.0,0.1404255319148936,0.1191489361702127,0.7404255319148935,235.0,14.5,0.6622843822843824,187.97272727272727
152,0,0.0,0.0888888888888888,0.1244444444444444,0.7866666666666666,225.0,5.2,0.6697500000000001,118.00272727272727
153,0,0.0,0.0855855855855855,0.1261261261261261,0.7882882882882885,222.0,7.1,0.665,90.74090909090908
154,1,0.0291970802919708,0.1678832116788321,0.1970802919708029,0.6058394160583942,274.0,13.8,0.665388771435283,308.0981818181818
155,1,0.0285714285714285,0.1714285714285714,0.19642857142857142,0.6035714285714285,280.0,13.3,0.661900826446281,316.5681818181818
156,1,0.0293040293040293,0.1758241758241758,0.1904761904761904,0.6043956043956044,273.0,13.0,0.6633766233766234,317.78
157,0,0.0,0.1385281385281385,0.1125541125541125,0.7489177489177489,231.0,10.5,0.6356492969396195,145.1377419354839
158,2,0.030188679245283,0.1320754716981132,0.1056603773584905,0.7320754716981132,265.0,13.3,0.6621564482029598,244.6090909090909
159,0,0.0,0.09009009009009,0.12162162162162161,0.7882882882882885,222.0,9.0,0.7127272727272728,124.69090909090909
160,1,0.0297397769516728,0.1710037174721189,0.1970260223048327,0.6022304832713755,269.0,5.2,0.6229047619047619,208.90050000000002
161,1,0.0293040293040293,0.1721611721611721,0.1904761904761904,0.608058608058608,273.0,10.6,0.6372597694878265,248.42451612903224
162,2,0.03125,0.13671875,0.109375,0.72265625,256.0,8.0,0.6226726190476191,168.635
163,2,0.0311284046692607,0.1284046692607003,0.1050583657587548,0.7354085603112841,257.0,8.5,0.6302935540069686,163.327
164,0,0.0,0.1416309012875536,0.1158798283261802,0.7424892703862661,233.0,8.0,0.6651048951048951,169.89545454545453
165,1,0.0284697508896797,0.1708185053380783,0.199288256227758,0.6014234875444839,281.0,9.5,0.6649999999999999,319.38454545454545
166,0,0.0,0.1410788381742738,0.11618257261410779,0.7427385892116182,241.0,8.0,0.6655113636363637,194.26636363636365
167,2,0.030188679245283,0.1283018867924528,0.10188679245283018,0.7396226415094339,265.0,9.0,0.7166528925619834,245.26636363636362
168,0,0.0,0.09009009009009,0.1171171171171171,0.7927927927927928,222.0,9.5,0.6225875000000001,75.9635
169,0,0.0,0.0892857142857142,0.125,0.7857142857142857,224.0,10.6,0.6355645161290323,93.90903225806451
170,0,0.0,0.091324200913242,0.1278538812785388,0.7808219178082193,219.0,14.5,0.6707319347319347,120.59863636363637
171,1,0.024911032028469702,0.1708185053380783,0.195729537366548,0.608540925266904,281.0,10.6,0.6617373737373737,292.2845454545455
172,1,0.0287769784172661,0.1690647482014388,0.2014388489208633,0.6007194244604317,278.0,11.0,0.6617355371900827,304.09727272727275
173,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,12.0,0.6358064516129033,93.68161290322581
174,2,0.0311284046692607,0.1284046692607003,0.1050583657587548,0.735408560311284,257.0,7.170000000000001,0.6695272410516313,239.59272727272727
175,1,0.028673835125448,0.1720430107526881,0.1971326164874552,0.6021505376344086,279.0,10.7,0.6633766233766234,318.85227272727275
176,1,0.0285714285714285,0.1714285714285714,0.2,0.6,280.0,6.5,0.6650929752066116,317.43
177,0,0.0,0.146551724137931,0.1206896551724138,0.7327586206896551,232.0,13.8,0.6619114219114219,193.43772727272727
178,2,0.026615969581749,0.1292775665399239,0.10266159695817491,0.7414448669201522,263.0,12.0,0.6638641402942955,235.84636363636363
179,1,0.0283687943262411,0.1702127659574468,0.1985815602836879,0.6028368794326241,282.0,7.5,0.6597976485148515,297.884
180,0,0.0,0.1350210970464135,0.10970464135021091,0.7552742616033755,237.0,10.6,0.6648181818181818,184.79090909090908
181,0,0.0,0.1464435146443514,0.1129707112970711,0.7405857740585774,239.0,5.2,0.6229125,136.337
182,0,0.0,0.0896860986547085,0.1210762331838565,0.7892376681614349,223.0,14.5,0.640241935483871,94.7941935483871
183,1,0.0252707581227436,0.1732851985559566,0.19855595667870027,0.6028880866425993,277.0,7.0,0.6649070247933885,311.8509090909091
184,1,0.029520295202952004,0.1697416974169741,0.1992619926199262,0.6014760147601476,271.0,12.5,0.6638672438672438,306.7145454545455
185,0,0.0,0.146551724137931,0.11637931034482749,0.7370689655172413,232.0,7.8,0.6255122549019607,136.777
186,1,0.0288808664259927,0.1696750902527075,0.1913357400722021,0.6101083032490975,277.0,7.8,0.6671493369210071,312.21181818181816
187,1,0.028673835125448,0.1720430107526881,0.1935483870967742,0.6057347670250897,279.0,13.8,0.6358589647411853,251.70903225806452
188,0,0.0,0.0884955752212389,0.1238938053097345,0.7876106194690266,226.0,5.2,0.6697500000000001,118.99000000000001
189,1,0.0293040293040293,0.1648351648351648,0.2014652014652014,0.6043956043956044,273.0,13.8,0.6353372434017596,237.48548387096776
190,1,0.0289855072463768,0.1739130434782608,0.1956521739130435,0.6014492753623188,276.0,10.6,0.6357089272318079,250.6358064516129
191,0,0.0,0.0779816513761468,0.1238532110091743,0.7981651376146789,218.0,9.5,0.6229166666666667,70.8385
192,2,0.030769230769230705,0.1346153846153846,0.10384615384615378,0.7307692307692307,260.0,7.8,0.6249244186046512,169.7655
193,2,0.0306513409961685,0.1264367816091954,0.1034482758620689,0.7394636015325671,261.0,10.0,0.6906656098911487,196.116
194,2,0.0310077519379844,0.127906976744186,0.1046511627906976,0.7364341085271318,258.0,14.5,0.6354088522130533,185.87354838709678
195,1,0.0255474452554744,0.1715328467153284,0.1970802919708029,0.6058394160583942,274.0,12.5,0.6373662860159484,245.10129032258067
196,2,0.0307692307692307,0.1269230769230769,0.1038461538461538,0.7384615384615384,260.0,11.5,0.6619873150105708,232.52727272727273
197,0,0.0,0.0892857142857142,0.125,0.7857142857142857,224.0,10.5,0.6356451612903226,92.60774193548387
198,1,0.029629629629629603,0.1703703703703703,0.19259259259259262,0.6074074074074074,270.0,10.7,0.6621645021645022,304.3986363636364
199,1,0.0293040293040293,0.1648351648351648,0.1978021978021978,0.608058608058608,273.0,7.0,0.6564939186594998,278.527
200,1,0.0260223048327137,0.1672862453531598,0.1933085501858736,0.6133828996282528,269.0,11.5,0.6354088522130533,234.09064516129033
201,2,0.0274509803921568,0.1333333333333333,0.1058823529411764,0.7333333333333333,255.0,10.6,0.6619047619047619,233.40818181818184
202,0,0.0,0.1428571428571428,0.1212121212121212,0.7359307359307359,231.0,8.0,0.6678406442042806,189.88090909090909
203,0,0.0,0.0825688073394495,0.1192660550458715,0.7981651376146789,218.0,9.0,0.7282517482517483,119.07272727272726
204,0,0.0,0.0814479638009049,0.1266968325791855,0.7918552036199095,221.0,8.2,0.6282875,73.563
205,0,0.0,0.1459227467811159,0.1158798283261802,0.7381974248927038,233.0,12.1,0.6645715069244481,195.7540909090909
206,1,0.0289855072463768,0.1666666666666666,0.1992753623188405,0.605072463768116,276.0,7.25,0.6245416666666667,210.07199999999997
207,2,0.0311284046692607,0.1284046692607003,0.10116731517509718,0.7392996108949417,257.0,9.5,0.6225988372093023,160.0975
208,0,0.0,0.0909090909090909,0.12272727272727271,0.7863636363636364,220.0,9.0,0.6447948717948717,74.809
209,1,0.0291970802919708,0.1715328467153284,0.2007299270072992,0.5985401459854015,274.0,10.7,0.6355588897224307,247.2693548387097
210,2,0.030188679245283,0.1283018867924528,0.1056603773584905,0.7358490566037736,265.0,5.2,0.6650929752066116,238.8909090909091
211,1,0.0260223048327137,0.1672862453531598,0.20817843866171,0.5985130111524164,269.0,12.0,0.6354088522130532,234.09064516129033
212,2,0.0303030303030303,0.1325757575757575,0.0984848484848484,0.7386363636363636,264.0,8.0,0.6689450797616759,248.98363636363635
213,2,0.03125,0.13671875,0.1015625,0.73046875,256.0,14.5,0.66402094030001,244.82045454545457
214,0,0.0,0.1446808510638297,0.11489361702127661,0.7404255319148936,235.0,9.5,0.6258455882352941,135.752
215,0,0.0,0.08888888888888881,0.1244444444444444,0.7866666666666666,225.0,10.6,0.6510752688172043,97.0974193548387
217,1,0.0288808664259927,0.1696750902527075,0.2021660649819494,0.5992779783393501,277.0,12.0,0.6633223140495867,313.30227272727274
218,2,0.0306513409961685,0.1302681992337164,0.0957854406130268,0.7432950191570882,261.0,13.3,0.635483870967742,191.31774193548387
219,0,0.0,0.0921658986175115,0.1152073732718894,0.7926267281105991,217.0,10.6,0.6354011579818032,93.54096774193549
220,0,0.0,0.0881057268722467,0.1233480176211453,0.788546255506608,227.0,12.0,0.6404032258064516,96.91516129032257
221,0,0.0,0.0896860986547085,0.1255605381165919,0.7847533632286996,223.0,11.5,0.6618181818181819,117.03454545454547
222,0,0.0,0.0896860986547085,0.1255605381165919,0.7847533632286996,223.0,11.5,0.6400806451612904,96.85870967741936
223,2,0.029962546816479405,0.1310861423220973,0.1011235955056179,0.7378277153558053,267.0,7.8,0.6650929752066116,245.41727272727275
224,1,0.029090909090909,0.1709090909090909,0.2,0.6,275.0,14.5,0.6632396694214876,312.29727272727274
225,0,0.0,0.1452991452991453,0.1196581196581196,0.735042735042735,234.0,12.6,0.6646647470176883,195.77045454545453
226,1,0.0288808664259927,0.1552346570397112,0.1985559566787003,0.6173285198555957,277.0,13.3,0.6354121863799282,228.80354838709678
227,0,0.0,0.0909090909090909,0.11818181818181811,0.7909090909090909,220.0,9.5,0.6652097902097902,117.54818181818182
228,2,0.030888030888030795,0.1274131274131274,0.1042471042471042,0.7374517374517374,259.0,11.0,0.6662445212189966,236.14
229,2,0.0268199233716475,0.1302681992337164,0.1034482758620689,0.7394636015325671,261.0,12.0,0.6642004847109781,234.84227272727273
230,1,0.0284697508896797,0.1708185053380783,0.199288256227758,0.6014234875444839,281.0,9.5,0.6229715909090909,215.4795
231,1,0.029090909090909,0.1672727272727272,0.2,0.6036363636363636,275.0,7.8,0.6225284090909091,210.05
232,2,0.030651340996168504,0.1340996168582375,0.10727969348659,0.7279693486590039,261.0,7.0,0.7325581395348837,259.3
233,0,0.0,0.09009009009009,0.12162162162162161,0.7882882882882885,222.0,7.0,0.6649999999999999,105.5990909090909
234,0,0.0,0.09009009009009,0.12162162162162161,0.7882882882882885,222.0,12.0,0.6662727272727272,117.38272727272728
